ID,Judul,Penulis,Abstrak,Info_24
12645,TUGAS AKHIR PERANCANGAN SEPEDA TILTING PORTABLE MENGGUNAKAN SOFTWARE SOLIDWORKS,SOFFI ADAM YUVIDANI,"ABSTRAK Suatu kebutuhan bagi para penyandang disabilitas, untuk mengendarai sepeda lebih mudah. Serta memfasilitasi keseimbangan yang lebih baik, mengurangi ketegangan sendi, dan mengurangi kesulitan bernapas. Dalam pengembangan pembuatan sepeda tilting portable membutuhkan proses dan perancangan yang terukur, agar tujuan perancangan sepeda tilting mendapatkan hasil yang sesuai dan aman digunakan. Mekanisme perancangan sepeda tilting portable dengan menentukan pengukuran yang dibutuhkan dan melakukan perancangan desain menggunakan software solidworks kemudian disimulasikan. Perancangan ini meliputi besar gaya bekerja, dimensi, serta material yang digunakan pada bahan pembuatannya. Perhitungan analisis juga dilakukann secara teoritis lalu dibandingkan dengan perhitungan. Perhitungan yang dilakukan pada rangka meliputi analisis tegangan, faktor keamanan dan faktor kenyamanan. Berdasarkan hasil perhitungan, tegangan terbesar adalah 24.7 MPa. Material yang dipilih untuk digunakan adalah alumunium yang memiliki yield strength sebesar 270 MPa. Alumunium dipilih karena ringan, harga yang relatif murah, mudah dilas dan tentunya tidak mudah berkarat. Untuk menambah kestabilan sepeda saat berbelok, ditambahkan differential gear pada poros belakang sepeda tilting portable. Kelebihan sepeda tilting portable ini juga pada rangka mampu dilepas dan dirakit dengan mudah. Pada bagian depan sepeda mampu lepas dan dapat digunakan pengendara untuk membawa barang atau muatan dengan kapasitas mencapai 100 kg. Proses pembuatan atau perakitan yang digunakan untuk menyambung pipa alumunium adalah proses pengelasan dengan menggunakan las Tungsten Inert Gas (TIG). Kata kunci: disabilitas, sepeda tilting portable, tegangan, material, rangka.",PRODI_D3_TEKNIK_MESINFAKULTAS_FT
12646,TUGAS AKHIR PROSES PENGECORAN BOLLARD ALUMINIUM MENGUNAKAN CETAKAN SAND CASTING,RYANDHIKA VAVIRYA NUGRAHA,"ABSTRAK Pengecoran logam merupakan cara penuangan logam cair panas ke dalam cetakan yang berongga dengan bentuk sesuai keinginan. Tujuan yang ingin dicapai penulis adalah untuk mengetahui bagaimana proses pembuatan bollard aluminium melalui proses pengecoran dengan menggunakan cetakan sand casting. Sand Casting adalah jenis pengecoran menggunakan cetakan pasir. Pada proses pengecoran menggunakan cetakan sand casting terdiri dari 3 tahap yaitu pencetakan, peleburan, dan penuangan. Pada proses sand casting, cetakan yang digunakan adalah cetakan pasir. Bahan utama yang digunakan untuk pembuatan cetakan pasir adalah pasir cetak tanah merah (tapel) yang mengandung pengikat khusus, seperti bentonite (sejenis tanah liat). Saat peleburan, bahan baku yang digunakan yaitu aluminium block (ingot) menggunakan tungku krusibel dengan kapasitas 200 kg dan bersuhu 671°C. Pada proses peleburan menghabiskan waktu sekitar 90 menit dengan total ingot ±100 kg untuk melebur ingot yang mempunyai titik lebur 660°C. Saat peleburan terdapat campuran yang bernama slag bertujuan untuk mengangkat kotoran ingot ke atas agar barang yang sudah jadi tidak keropos. Proses penuangan adalah proses mengisi rongga cetakan dengan bahan aluminium block yang telah dilebur (dicairkan) sampai aluminium mencapai temperatur lebur 660ºC. Setelah itu dilakukan proses penuangan ke dalam cetakan menggunakan panci tuang (ladle). Kata kunci: Pengecoran, bollard, aluminium, sand casting",PRODI_D3_TEKNIK_MESINFAKULTAS_FT
12647,TUGAS AKHIR RANCANG BANGUN RANGKA MESIN PRES MEDIA TANAM JAMUR,YUNAN ARKANI AFWAN FAISHOL,"ABSTRAK Mesin pres baglog merupakan mesin yang digunakan untuk memadatkan media tanam jamur agar volumenya lebih padat dan seragam sehinga kemampuan menyerap air bertambah. Suatu mesin pres baglog membutuhkan suatu landasan yang digunakan untuk menempatkan semua sistem kerja mesin yang aman dan kuat, sehingga perlu dirancang sebaik-baiknya. Melalui software solidworks yang di dalamnya ada fitur Finite Element Analysis (FEA) dilakukan uji statis untuk mengetahui nilai stress, displacement, dan factor of safety dengan pembebanan menggunakan beban asli 2720 N dengan variasi pembebanan 3200 N, 4200 N, dan 5200. Hasil simulasi tegangan pembebanan 2720 N diperoleh hasil tegangan 129.926.664 N/m2, pembebanan 3200 N diperoleh hasil 152.854.896 N/m2, pembebanan 4200 N diperoleh hasil 200.622.064 N/m2, dan pembebanan 5200 N diperoleh hasil tegangan 248.389.216 N/m2. Sedangkan pada simulasi faktor keamanan pada rangka mesin pres media tanam jamur dengan pembebanan 2720 N diperoleh nilai faktor keamanan 1,924, dengan pembebanan 3200 N diperoleh nilai faktor keamanan 1,636, dengan pembebanan 4200 N diperoleh nilai faktor keamanan 1,246, dan dengan pembebanan 5200 N diperoleh nilai faktor keamanan 1,002.. Sedangkan rangka dinyatakan aman apabila faktor keamanan >1. Kemudian dilanjutkan proses pembuatan rangka yang memiliki toleransi dimensi rangka dengan gambar desain 1 mm sampai 10 mm. Pada proses pengujian rangka dilakukan dengan mengoprasikan alat dan didapat rangka yang digunakan tidak mengalami getaran yang berlebihan serta tidak terjadi keretakan pada sambungan-sambungan las. Kata kunci: baglog, desain, rangka.",PRODI_D3_TEKNIK_MESINFAKULTAS_FT
12648,TUGAS AKHIR ANALISIS PENYEBAB DAN PENCEGAHAN CACAT CORAN FLANGE ADAPTOR BAHAN BESI COR NODULAR,FAJRIATI SEKARJATI NINGRUM,"ABSTRAK Proses pengecoran logam adalah salah satu teknik pembuatan produk dimana logam dicairkan dalam tungku peleburan kemudian dituangkan ke dalam rongga cetakan yang serupa dengan bentuk asli dari produk yang akan dibuat. Untuk itu terhadap produk flange adaptor. Analisis penyebab dan pencegahan cacat coran terhadap flange adaptor bahan besi cor nodular perlu dilakukan. Tujuan dari penelitian ini adalah untuk mengetahui faktor-faktor penyebab dan cara mengatasi cacat pengecoran flange adapter. Metode yang digunakan ialah pengamtan visual dengan dilakukan pengujian tampak rupa di PT Aneka Adhilogam Karya. Hasil yang didapatkan ialah (a) cacat inklusi, (b) cacat permukaan kasar, (c) cacat sirip, (d) cacat rantap, (e) cacat lubang jarum, (f) cacat keropos, dan (g) cacat porositas. Terjadi karena pasir kurang padat, suhu terlalu rendah, waktu penuangan terlalu singkat, dan gas masuk ke dalam cetakan saat dituang. Cara mengatasinya dengan menentukan suhu dan durasi penuangan yang ideal, membersihkan terak sebelum penuangan, memastikan pemadatan pasir yang cukup, dan menyediakan lubang angin yang memadai agar dapat membantu mencegah hal ini. Kata kunci: cacat pengecoran, besi cor nodular, dan pengecoran",PRODI_D3_TEKNIK_MESINFAKULTAS_FT
12649,TUGAS AKHIR UJI EKSPERIMENTAL PENGGUNAAN IDLING STOP-START SYSTEM (ISS) TERHADAP EFISIENSI BAHAN BAKAR PADA KENDARAAN 150 CC,FITRIA RAHMADANI,"ABSTRAK Perkembangan dunia otomotif saat ini berdampak dengan meningkatnya teknologi canggih, khususnya pada kendaraaan roda dua maupun roda empat. Badan Pusat Statistik (BPS) memperkirakan jumlah kendaraan di Indonesia pada tahun 2019 sekitar 136.137.451. Perkembangan pada dunia otomotif saat ini berdampak dengan meningkatnya teknologi canggih, khususnya pada kendaraaan roda dua maupun roda empat. Badan Pusat Statistik (BPS) jumlah kendaraan di Indonesia pada tahun 2020 sekitar 136.137.451. Penggunaan bahan bakar minyak dalam sektor transportasi menimbulkan dampak yang kurang baik antara lain peningkatan bahan bakar minyak dan kerusakan lingkungan, kerusakan lingkungan ini terjadi di beberapa negara termasuk di Indonesia tepatnya di Kota Magelang. Penelitian ini bertujuan untuk mengetahui penghematan efisiensi bahan bakar pada kendaraan Honda Vario 150 cc dengan menggunakan teknologi yang dapat mematikan mesin secara sementara dalam waktu 3 detik ketika melintas pada jalanan yang macet atau APILL fitur ini adalah sensor Idling Stop-Start System (ISS). Penelitian ini menggunakan metode uji eksperimental dengan pengujian jalan perkotaan dan jalan yang dikondisikan sebagai tiga kali pengujian dalam sehari dengan kendaraan yang berbeda. Berdasarkan hasil pengujian secara langsung disimpulkan bahwa fitur ISS menghasilkan fuel consumtion rata-rata sebesar 0.65 Km/Liter, sedangkan kendaraan 150 CC yang tidak menggunakan fitur ISS menghasilkan fuel consumtion rata-rata sebesar 0.18 Km/Liter. Kata Kunci: Idling stop-start system (ISS), fuel comsumtion, kendaraan 150 cc.",PRODI_D3_TEKNIK_MESINFAKULTAS_FT
12650,TUGAS AKHIR RANCANG BANGUN PEMBUATAN MESIN VACUUM FORMING KAPASITAS PLASTIK 30 X 30 CM,MUHAMMAD ALVIN OKTABRIAWAN,"ABSTRAK Penelitian ini bertujuan membahas rancang bagun pembuatan mesin vacuum forming kapasitas plastik 30 x 30 cm tujuan dari penelitian ini yaitu membuatan mesin dan melakukan analisa hasil thermoforming dengan bahan plastik PET yang dihasilkan oleh mesin yang telah dibuat. Mesin vacuum forming ini memiliki beberapa bagian yaitu vacuum molding, plastic holder, kotak pemanas dan rangka. Hasil dari pembuatan beberapa bagian itu kemudian dirangkai. Untuk bahan pengujian menggunakan plastik PET ketebalan 0,5mm dan mould menggunakan mainan hotwheels sedangkan untuk variasi pengujian menggunakan suhu 250°C dan 300°C dengan waktu pemanasan 60, 90, 120 dan 150 detik. Hasil pengujian yang paling maksimal pada suhu 250°C dan 300°C menggunakan waktu pemanasan yang sama yaitu selama 150 detik. Kata kunci: Vacuum forming, plastik polyethylene terephthalate (PET), pengujian suhu.",PRODI_D3_TEKNIK_MESINFAKULTAS_FT
12651,TUGAS AKHIR OPTIMALISASI KINERJA SISTEM PENDINGIN ENGINE STAND MITSUBISHI L300 DIESEL,ALDITO KHAIDIR,"ABSTRAK Optimalisasi kinerja sistem pendingin engine stand Mitsubishi L300 diesel dilakukan melalui diagnosis. Tahapan optimalisasi sistem meliputi verifikasi, pengumpulan data, evaluasi kerusakan, pengujian kemungkinan-kemungkinan kerusakan, perbaikan kerusakan serta pemeriksaan ulang. Hasil pemeriksaan diperoleh defleksi sabuk penggerak kipas 10 mm saat ditekan dengan gaya 10 kg. tekanan radiator cap tester 90 kPa (0,9 kgf/cm² atau 13 psi), termostat mulai membuka pada saat cairan pendingin mencapai suhu 76 ºC, dan celah katup termostat membuka penuh pada suhu 88 ºC. Optimalisasi yang telah dilakukan dapat mencapai kondisi standar sistem pendingin. Kata kunci: Sistem pendingin, pengoptimalan, diagnosis, kinerja.",PRODI_D3_TEKNIK_MESINFAKULTAS_FT
12652,TUGAS AKHIR UJI EKSPERIMENTAL PENGARUH VARIASI BAHAN BAKAR TERHADAP PERFORMA KENDARAAN BERTEKNOLOGI IDLING STOP-START SYSTEM (ISS),FRISKA ELYANA FEBRYYANTI,"ABSTRAK Seiring dengan pertumbuhan penduduk di Indonesia juga sejalan dengan pertambahan kendaraan roda dua maupun roda empat yang juga semakin meningkat maka dari itu kebutuhan bahan bakar juga semakin meningkat. Menurut Badan Pusat Statistik Indonesia, jumlah kendaraan bermotor di Indonesia mencapai lebih dari 133 juta unit pada tahun 2019. Data itu terangkum dalam catatan Badan Pusat Statistik. Jumlah kendaraan naik sekitar lima persen sejak dua tahun lalu. Penggunaan bahan bakar minyak dalam sektor transportasi menimbulkan dampak yang kurang baik antara lain peningkatan bahan bakar minyak dan kerusakan lingkungan, kerusakan lingkungan ini terjadi di beberapa negara termasuk di Indonesia tepatnya di Kota Magelang. Penelitian ini bertujuan untuk mengetahui konsumsi variasi bahan bakar pada kendaraan Honda scoppy 110 cc dengan menggunakan teknologi yang dapat mematikan mesin secara sementara dalam waktu 3 detik ketika melintas pada jalanan yang macet atau APILL fitur ini adalah sensor Idling Stop-Start System (ISS). Penelitian ini menggunakan metode uji eksperimental dengan pengujian jalan perkotaan dan jalan yang dikondisikan sebagai tiga kali pengujian dalam sehari yaitu pada pagi, siang dan sore hari. Berdasarkan hasil pengujian secara langsung disimpulkan bahwa bahan bakar Ron 90 menghasilkan fuel consumtion rata-rata sebesar 57.3 Km/Liter, sedangkan bahan bakar Ron 92 menghasilkan fuel consumtion rata-rata sebesar 53.6 Km/Liter. Kata Kunci : Uji eksperimental, Variasi bahan bakar dan Idling Stop-Start Sistem",PRODI_D3_TEKNIK_MESINFAKULTAS_FT
12653,TUGAS AKHIR DIAGNOSIS SISTEM PENGAPIAN PADA ENGINE STAND TOYOTA KIJANG 7K,AHMAD IHSAN NUR FADHIL,"ABSTRAK Sistem pengapian merupakan suatu peranan penting bagi suatu mesin guna untuk memercikkan bunga api pada ujung busi saat akhir langkah kompresi dengan diawali langkah usaha pada sistem pembakaran didalam blok silinder. Sistem pengapian juga berfungsi untuk mengatur saat pengapian agar mesin tidak boros bahan bakar dan dapat bekerja secara optimal. Tujuan dari penelitian ini adalah untuk mengetahui cara mendiagnosis sistem pengapian konvensional, gejala kerusakan, penyebab kerusakan, cara memperbaiki kerusakan dan mengetahui unjuk kerja sistem pengapian setelah dilakukan perbaikan. Metode penelitian dilakukan dengan, mendiagnosis, pemeriksaan, perbaikan dan pengujian. Hasil dari mendiagnosis kuat arus terhadap sistem pengapian pada engine stand Toyota kijang 7K yaitu kuat tegangan arus yang mengalir pada lilitan primer koil berhubugan dengan tegangan induksi yang dihasilkan pada lilitan sekunder koil. Semakin tinggi kuat arus yang mengalir pada lilitan primer koil maka semakin tinggi juga tegangan induksi yang dihasilkan pada lilitan sekunder koil yang berdampak pada proses pengapian yang dipercikan bunga api oleh busi didalam ruang bakar. Semakin banyak lilitan pada kumparan primer maka akan semakin kuat magnetnya tetapi sebaliknya akan mengakibatkan semakin besar harga tahananya sehingga pada nilai tertentu akan menurunkan arus yang mengalir pada kumparan yang selanjutnya akan menurunkan harga kemagnetan pula. Celah pada platina juga sangat berpengaruh pada tengan pengapian. Semakin besar celah platina maka semakin kecil tegangan pengapian yang dihasilkan begitu juga sebaliknya semakin kecil celah platina maka semakin besar tegangan pengapian yang dihasilkan, standart celah platina pada Toyota kijang 7K yaitu 0,8 mm. Hasil mendiagnosis, pemeriksaan komponen-komponen sistem pengapian konvensional pada engine stand Toyota Kijang 7K didapatkan hasil kunci kontak tidak ada, celah platinan yang tidak sesuai standart, kabel tegangan tinggi mengalami kebocoran, dan celah elektroda pada busi yang kurang sesuai ukuran serta saat pengapian yang kurang tepat dapat menyebabkan gangguan pada mesin. Setelah dilakukan perbaikan dan pengujian, sistem pengapian pada engine stand Toyota kijang 7K kembali normal serta engine stand dapt bekerja secara optimal. Kata Kunci: mendiagnosis, pemeriksaan, perbaikan.",PRODI_D3_TEKNIK_MESINFAKULTAS_FT
12654,TUGAS AKHIR VARIASI ARUS TERHADAP SAMBUNGAN LAS PADA RANGKA MESIN PRES MEDIA TANAM JAMUR,NAUFAL YUMNA SULISTIO,"ABSTRAK Penelitian ini bertujuan untuk mengetahui pengaruh variasi arus las SMAW (Shielded Metal Arc Welding). Bahan yang di gunakan adalah baja karbon rendah ST 37 dengan ketebalan 2,7 mm. Proses pengelasan dilakukan dengan variasi arus 70 A, 80 A dan 90 A menggunakan elektroda E6013 berdiameter 2,6 mm. Pengujian tersebut diperoleh hasil kekuatan tarik rata-rata 236,91 MPa pada arus pengelasan 70 A, pada arus 80 A diperoleh tegangan tarik rata-rata 291,17 MPa, pada arus 90 A diperoleh tegangan tarik rata-rata 262,53 MPa. Kesimpulan hasil terlihat sambungan las terkuat diperoleh pada arus 80 A, sedang terendah pada arus 70 A. Kata Kunci: SMAW, uji tarik spesimen, tegangan regangan.",PRODI_D3_TEKNIK_MESINFAKULTAS_FT
12655,TUGAS AKHIR RANCANG BANGUN SISTEM PENGGERAK MESIN CETAK BAGLOG TIPE 4 POROS PENEKAN DENGAN PENGGERAK MOTOR LISTRIK,MUHAMMAD TAUFIK NUR KHASANI,"ABSTRAK Baglog merupakan suatu media yang menjadi tempat tumbuhnya jamur. Dalam proses produksi baglog memerlukan mesin cetak baglog yang berguna sebagai pemadatan baglog untuk mendukung pertumbuhan jamur. Tujuan dari rancang bangun adalah mendesain sistem penggerak mesin cetak baglog dari 2 poros penekan menjadi 4 poros penekan dengan penggerak motor listrik dalam meningkatkan hasil produksi baglog. Metode rancang bangun yang digunakan dengan eksperimen langsung dimulai menyiapkan alat dan bahan, perhitungan perancangan sistem penggerak, pembuatan serta perakitan kemudian dilakukan pengoperasian sistem penggerak. Proses pembuatan didapatkan sistem penggerak mesin cetak baglog tipe 4 poros penekan menggunakan motor listrik dengan daya ½ HP putaran 1400 RPM, mekanik penggerak translasi pengepres cetak baglog dengan sistem transmisi puli dengan sabuk V, sprocket dengan rantai dan perbandingan gearbox 1:50 dengan gaya penekanan baglog sebesar 1214 N. Hasil dari pengoperasian sistem penggerak yang telah disatukan dengan rangka dan cetakan menunjukkan sistem penggerak bekerja dan berfungsi dengan baik dan mesin dapat mencetak 2 baglog dengan waktu 11,60 detik, 4 baglog dengan waktu 19,93 detik dengan putaran penekan sebesar 4,9 RPM dan diperoleh tekanan baglog sebesar 1190,48 N/m2 serta menghasilkan baglog sebanyak 620 baglog/jam. Kata kunci : Baglog. Sistem Penggerak, Poros Penekan",PRODI_D3_TEKNIK_MESINFAKULTAS_FT
12656,TUGAS AKHIR PEMBUATAN GRILL DENGAN METODE PENGECORAN SAND CASTING BAHAN ALUMINIUM,DONNY PURWOKO PUTRA,"ABSTRAK Pengecoran logam adalah proses membuat suatu produk benda dengan cara logam yang dicairkan, dituang ke dalam cetakan, dan kemudian dibiarkan mendingin dan membeku. Metode pengecoran logam berkembang menjadi berbagai macam jenis diantaranya sand casting, gravity die casting, centrifugal casting, investment casting dan lost foam casting. Pembuatan produk grill ini dibuat dengan cara dicor dengan metode sand casting cetakan pasir basah (pasir ladu merah) menggunakan bahan aluminium karena pasir basah mudah dibentuk. Tujuan dari penelitian ini adalah bagaimana proses pembuatan grill dilakukan. Metode dari penelitian ini adalah eksperimen dalam pembuatan produk grill. Hasil dari penelitian ini adalah mengetahui tahapan-tahapan proses pengecoran logam mulai dari perencanaan desain, pembuatan pola master cetakan, peleburan, penuangan, pembongkaran dan pengerjaan akhir. Hasil perhitungan dari produk coran grill aluminium yaitu waktu peleburan logam selama 3 jam dengan titik lebur 660̊ C dan waktu tuang ke dalam cetakan 3,25 detik dengan berat benda 3,4 kg. kesimpulan dari penelitian ini adalah dalam pembuatan cetakan pasir basah sebelum dilakukan proses penuangan cairan pastikan cetakan benar-benar kering dan untuk menghindari cacat dari coran maka pasir cetakan harus benar-benar padat dalam cetakan agar hasil permukaan benda coran diperoleh lebih baik, Kata kunci : Pengecoran, sand casting, metode, cetakan.",PRODI_D3_TEKNIK_MESINFAKULTAS_FT
12657,TUGAS AKHIR PENYUSUNAN BUKU PEDOMAN PROSEDUR PENGGUNAAN APLIKASI POS AJA PADA PT POS INDONESIA (Persero) KPRK MAGELANG,HILMI HIDAYAT,Tidak Tersedia Deskripsi,PRODI_D3_AKUNTANSIFAKULTAS_FE
12658,SKRIPSI PEMANFAATAN LIMBAH PLASTIK LOW DENSITY POLYETHYLENE (LDPE) PADA PAVING BLOCK NON PASIR,WAHYU WIDIASTY NINGRUM,Mohon penulis menghubungi pustakawan untuk mengisi surat pernyataan unggah tugas akhir,PRODI_S1_TEKNIK_SIPILFAKULTAS_FT
12659,SKRIPSI PENGARUH VARIASI PERBANDINGAN SEMEN DAN PASIR SUNGAI PROGO TERHADAP KUAT TEKAN BATA RINGAN INTERLOCK,GARUDA PANJI PRATAMA,"INTISARI Pasir merupakan salah satu bahan pengisi dalam pembuatan bata ringan interlock, dan peneliti tergugah untuk memanfaatkan pasir lokal yang banyak tersedia di sekitar lokasi penelitian dengan karakteristik yang memenuhi syarat SNI untuk bata ringan interlock. Pasir yang digunakan dalam penelitian ini adalah pasir yang berasal dari Sungai Progo. Tujuan dari penelitian ini adalah untuk mengetahui pengaruh variasi perbandingan semen dan pasir Sungai Progo terhadap kuat tekan bata ringan interlock. Pengujian bata ringan interlock yang dilakukan pada penelitian ini meliputi pengujian bobot isi, pengujian daya serap air, kuat tekan. Untuk pengujian menggunakan benda uji berbentuk kubus dengan ukuran 10 cm × 10 cm × 10 cm berjumlah 4 buah tiap variasi dengan umur 28 hari. Variasi yang digunakan dalam penelitian ini terdiri dari 5 variasi yaitu: full cement; 1:0,5; 1:1; 1:1,5 dan 1;2. Hasil pengujian bobot isi dari masing masing variasi memiliki nilai bobot berkisar antara 825,548 kg/m3 - 950,055 kg/m3. Nilai kuat tekan tiap variasi berturut-turut sebesar 3,077 MPa, 2,104 MPa, 1,159 MPa, 0,802 MPa dan 0,571 MPa dengan daya serap air tiap variasi bertutur-turut sebesar 16,71%, 21,14%, 25,55%, 29,19%, 36,72%. Berdasarkan SNI 8640-2018, bata ringan interlock pada penelitian ini yang memenuhi syarat bata untuk pasangan dinding yang termasuk dalam klasifikasi bata non-struktural terekspos lingkungan (outdoor) maupun tidak terekspos lingkungan (indoor) yaitu variasi full cement dan 1:0,5 dengan syarat kuat tekan rata-rata diatas 2 MPa dan kuat tekan individu diatas 1,8 MPa serta penyerapan air maksimal untuk bata terekspos lingkungan (outdoor) sebesar 25 %. Kata kunci: bata ringan interlock, bata ringan, kuat tekan",PRODI_S1_TEKNIK_SIPILFAKULTAS_FT
12660,SKRIPSI MANAJEMEN KESELAMATAN DAN KESEHATAN KERJA PADA PROYEK PEMBANGUNAN SHOES FACTORY PT. ADONIA FOOTWEAR INDONESIA PROJECT,VIDYA AFRIH KHULWIYA,"INTISARI Penerapan manajemen kesehatan dan keselamatan bagi perusahaan jasa konstruksi merupakan suatu keharusan. Pelaksanaan program K3 pada banyak proyek masih sering diabaikan, sehingga dalam penelitian ini perlu dicari kendala, faktor penyebab, dan upaya pengendalian dalam peningkatan kualitas penerapan program K3 pada Proyek Pembangunan Shoes Factory PT. Adonia Footwear Indonesia. Lokasi penelitian berada di wilayah yang sebelumnya belum banyak proyek besar dibangun, maka dari itu para pekerja yang berasal dari wilayah tersebut tidak ada pengetahuan terkait K3. Pengumpulan data dilakukan dengan cara observasi, penyebaran kuesioner dan wawancara kepada pekerja proyek pembangunan Shoes Factory PT. Adonia Footwear Indonesia Project, kemudian data dianalisis dengan menggunakan analisis statistik deskriptif untuk menilai pelaksanaan proyek dan mengetahui kendala yang terjadi dalam pelaksanaan proyek. Hasil penelitian menunjukkan bahwa pelaksanaan proyek termasuk dalam kategori “Baik”. Namun, terdapat kendala yang terjadi dalam pelaksanaanya yaitu pembentukan organisasi K3 yang kurang baik, sehingga pihak manajemen perlu memperbaiki struktur organisasinya sesuai dengan SOP dan kebutuhan di site proyek. Kata Kunci : Manajemen Kesehatan dan Keselamatan, Kendala Pelaksanaan, Proyek Konstruksi",PRODI_S1_TEKNIK_SIPILFAKULTAS_FT
12661,SKRIPSI PENGUJIAN SIFAT FISIK DAN MEKANIK GENTENG BETON RINGAN DENGAN TAMBAHAN STYROFOAM,MUHAMMAD FIRDA NAZRI NASAF,"INTISARI Genteng beton merupakan salah satu penutup atap yang baik, dengan kriteria awet, kedap air, dan tahan terhadap cuaca. Genteng beton memiliki kekurangan yaitu berat yang besar. Penelitian ini menggunakan bahan campuran styrofoam sehingga dimungkinkan genteng yang didapat menjadi lebih ringan, dengan pengujian beban lentur, penyerapan air dan rembesan air dengan variasi 0%, 1%, 2%, dan 3% . Metode penelitian ini menggunakan metode ekperimen. Genteng beton yang dibuat diharapkan memenuhi SNI 0096:2007. Benda uji dibuat dalam perbandingan 1 : 3 (1 Semen Portland : 3 Pasir) dengan penambahan styrofoam sebesar 0%, 1%, 2%, dan 3%. Pembuatan dan pengujian benda uji dilakukan di Laboratorium Struktur, Jurusan Teknik Sipil, Fakultas Teknik, Universitas Tidar. Hasil pengujian beban lentur pada variasi penambahan styrofoam 0%, 1%, 2%, dan 3%, memenuhi persyaratan SNI 0096:2007 yang mendapatkan hasil 1142,25 N; 1035,5 N; 730 N; dan 656,75 N. Pada pengujian penyerapan air hasil tertinggi didapat pada penambahan styrofoam 2% yaitu 9,24% hasil tersebut menunjukkan hasil yang baik karena memenuhi persyaratan SNI 0096:2007. Pengujian rembesan air semua benda uji memenuhi persyaratan SNI 0096:2007 yaitu tidak terjadi rembesan pada bagian bawah genteng beton. Disimpulkan bahwa genteng beton dengan penambahan styrofoam 0%, 1% ,2%, dan 3% memenuhi persyaratan SNI 0096:2007 Genteng Beton. Kata kunci : genteng beton, genteng ringan, styrofoam",PRODI_S1_TEKNIK_SIPILFAKULTAS_FT
12662,SKRIPSI SIMULASI COMPUTATIONAL FLUID DYNAMICS PENGARUH BENTUK VELOCITY STACK TERHADAP LAJU ALIRAN UDARA KE DALAM RUANG BAKAR,LUKMAN HAKIM,"ABSTRAK Di era teknologi saat ini mesin otomotif dituntut untuk membentuk performa tinggi menggunakan taraf konsumsi bahan bakar rendah. Laju aliran udara yang masuk ke dalam ruang bakar dipengaruhi oleh turbolensi yang terjadi di throttle body. Throtle body memiliki peranan mengatur udara yang masuk dalam intake manifold dan di teruskan ke ruang bakar. Velocity stack yaitu komponen berbentuk terompet. Hal ini dibuat untuk mengarahkan udara agar lebih mudah masuk ke ruang bakar, dengan cara mengurangi turbolensi dalam ujung inlet throttle body. Penelitian ini akan mensimulasikan pengaruh bentuk velocity stack dan sudut velocity stack pada motor bensin 4 langkah terhadap nilai turbolensi. Pada penelitian ini dilakukan dengan bantuan software ANSYS 18.1. Design yang digunakan velocity stack dengan outlet berdiameter 36 mm, variasi inlet 10 mm dan 15 mm, menggunakan sudut 32o, 30o, dan 27o, kecepatan udara inlet velocity stack sebesar 2 m/s. Nilai average turbulence kinetic energy terbesar yaitu 0.10986 m2/s2 dan maximum turbulence kinetic energi sebesar 0.481116 m2/s2 dari semulasi sudut velocity stack 32o dan panjang inlet velocity stack 10 mm. nilai average pressure tertinggi nya sebesar 13.6512 Pa dengan maximum pressure 36.0358 Pa dengan variasi 32o dan panjang 10 mm. Average eddy viscosity terendah yang didapatkan yaitu 0.000110867 PaS dengan simulasi sudut 30o dan panjang 15 mm, sedangkan nilai dari average eddy viscosity tertinggi 0.000115334 PaS dari simulasi sudut 27o panjang 10 mm. simulasi sudut inlet velocity stack dengan sudut 32o dengan panjang inlet velocity stack 15 mm mendapat nilai kecepatan tertinggi yaitu 7.33789 m/s. Kata kunci : motor bakar bensin, velocity stack, laju aliran udara, turbolensi, ansys fluent.",PRODI_S1_TEKNIK_MESINFAKULTAS_FT
12663,SKRIPSI EFISIENSI KONSUMSI BAHAN BAKAR MELALUI PENGAPLIKASIAN ELECTRONIC FUEL INJECTION PADA MOTOR BAKAR 4 LANGKAH KONVENSIONAL,HANIF RAHATUR ABDALLAH,"ABSTRAK Sistem pengkabutan bahan bakar konvensional atau karburator bekerja secara mekanis sehingga memiliki kelemahan komposisi campuran bahan bakar dan udara (AFR) yang kurang akurat. Pada penelitian ini tentang pengaplikasian Electronic Fuel Injection (EFI) pada mesin Honda GL160D konvensional dengan metode pengujian dynotest dengan variasi pengujian 1500, 5500 dan 8500 rpm. Hasil pengujian menunjukkan torsi meningkat pada setiap variasi pengujian berturut-turut adalah 2,7%, 32,8% dan 20%. Peningkatan daya berturut-turut adalah 6,6%, 33,3% dan 20,4%. Prosentase penurunan konsumsi bahan bakar spesifik (SFC) berturut-turut adalah 28,3%, 49,4% dan 43,1%. Air Fuel Ratio (AFR) setelah modifikasi EFI menunjukan campuran yang ideal antara udara dan bahan bakar yang menjadikan proses pembakaran berjalan sempurna sehingga emisi gas buang yang mengandung CO menurun sebesar 4,37% dan HC sebesar 30,9% Kata kunci: Pengaplikasian Electronic Fuel Injection (EFI), Air Fuel Ratio (AFR), Torsi, Daya, Konsumsi bahan bakar spesifik (SFC)",PRODI_S1_TEKNIK_MESINFAKULTAS_FT
