No,Kalimat,Judul,Penulis,Fakultas
4,Maka perlunya analisis volatilitas harga bawang merah untuk mengatasi fluktuasi harga yang akan datang.,SKRIPSI PERAMALAN VOLATILITAS HARGA BAWANG MERAH INDONESIA DENGAN PENDEKATAN ARCH (AUTOREGRESSIVE CONDITIONAL HETEROSCEDASTICITY) DAN GARCH (GENERALIZED AUTOREGRESIVE CONDITIONAL HETEROSCEDASTICITY) TAHUN 2019-2021,MOHAMMAD NAHRUL FIKRI RISTANTO,PRODI_S1_EKONOMI_PEMBANGUNANFAKULTAS_FE
5,Fokus dari penelitian ini memiliki tujuan untuk menganalisis volatilitas harga bawang merah sehingga dapat mengatasi fluktuasi harga yang akan datang.,SKRIPSI PERAMALAN VOLATILITAS HARGA BAWANG MERAH INDONESIA DENGAN PENDEKATAN ARCH (AUTOREGRESSIVE CONDITIONAL HETEROSCEDASTICITY) DAN GARCH (GENERALIZED AUTOREGRESIVE CONDITIONAL HETEROSCEDASTICITY) TAHUN 2019-2021,MOHAMMAD NAHRUL FIKRI RISTANTO,PRODI_S1_EKONOMI_PEMBANGUNANFAKULTAS_FE
6,Metode yang digunakan dalam penelitian yaitu ARCH (Autoregressive Conditional Heteroscedasticity) dan GARCH (Generalized Autoregressive Conditional Heteroscedasticity) univariat untuk menganalisis volatilitas harga bawang merah di Indonesia.,SKRIPSI PERAMALAN VOLATILITAS HARGA BAWANG MERAH INDONESIA DENGAN PENDEKATAN ARCH (AUTOREGRESSIVE CONDITIONAL HETEROSCEDASTICITY) DAN GARCH (GENERALIZED AUTOREGRESIVE CONDITIONAL HETEROSCEDASTICITY) TAHUN 2019-2021,MOHAMMAD NAHRUL FIKRI RISTANTO,PRODI_S1_EKONOMI_PEMBANGUNANFAKULTAS_FE
7,Data yang digunakan dalam penelitian ini return harga bawang merah nasional ditingkat pasar tradisional di Indonesia pada periode 7 Januari 2019-12 November 2021.,SKRIPSI PERAMALAN VOLATILITAS HARGA BAWANG MERAH INDONESIA DENGAN PENDEKATAN ARCH (AUTOREGRESSIVE CONDITIONAL HETEROSCEDASTICITY) DAN GARCH (GENERALIZED AUTOREGRESIVE CONDITIONAL HETEROSCEDASTICITY) TAHUN 2019-2021,MOHAMMAD NAHRUL FIKRI RISTANTO,PRODI_S1_EKONOMI_PEMBANGUNANFAKULTAS_FE
8,Hasil dari penelitian ini harga bawang merah di Indonesia memiliki volatilitas yang tinggi ditunjukkan dengan penjumlahan nilai ARCH (keragaman data) dan GARCH nya (keragaman residual sebelumnya).,SKRIPSI PERAMALAN VOLATILITAS HARGA BAWANG MERAH INDONESIA DENGAN PENDEKATAN ARCH (AUTOREGRESSIVE CONDITIONAL HETEROSCEDASTICITY) DAN GARCH (GENERALIZED AUTOREGRESIVE CONDITIONAL HETEROSCEDASTICITY) TAHUN 2019-2021,MOHAMMAD NAHRUL FIKRI RISTANTO,PRODI_S1_EKONOMI_PEMBANGUNANFAKULTAS_FE
9,"Serta, model GARCH (1,3) adalah model terbaik dalam menganalisis peramalan volatilitas return harga bawang merah di Indonesia pada 15 November 2021 hingga 22 Februari 2023, dimana menghasilkan nilai MAPE, MAE, RMSE dan MSE terkecil.",SKRIPSI PERAMALAN VOLATILITAS HARGA BAWANG MERAH INDONESIA DENGAN PENDEKATAN ARCH (AUTOREGRESSIVE CONDITIONAL HETEROSCEDASTICITY) DAN GARCH (GENERALIZED AUTOREGRESIVE CONDITIONAL HETEROSCEDASTICITY) TAHUN 2019-2021,MOHAMMAD NAHRUL FIKRI RISTANTO,PRODI_S1_EKONOMI_PEMBANGUNANFAKULTAS_FE
10,"Kata kunci : Harga, Volatilitas, Bawang Merah",SKRIPSI PERAMALAN VOLATILITAS HARGA BAWANG MERAH INDONESIA DENGAN PENDEKATAN ARCH (AUTOREGRESSIVE CONDITIONAL HETEROSCEDASTICITY) DAN GARCH (GENERALIZED AUTOREGRESIVE CONDITIONAL HETEROSCEDASTICITY) TAHUN 2019-2021,MOHAMMAD NAHRUL FIKRI RISTANTO,PRODI_S1_EKONOMI_PEMBANGUNANFAKULTAS_FE
1,"ABSTRAK Kemiskinan merupakan ketidakmampuan seseorang untuk mencukupi kebutuhan makan, sandang, tempat untuk tinggal, pendidikan, dan kesehatan yang disebabkan karena tingginya tingkat angka ketergantungan serta rendahnya jumlah penduduk yang bekerja.",SKRIPSI DETERMINAN JUMLAH PENDUDUK MISKIN DI PULAU JAWA TAHUN 2011-2020,ZULFA KHANIFAH,PRODI_S1_EKONOMI_PEMBANGUNANFAKULTAS_FE
2,Kemiskinan masih menjadi masalah utama yang dihadapi Indonesia terutama Pulau Jawa.,SKRIPSI DETERMINAN JUMLAH PENDUDUK MISKIN DI PULAU JAWA TAHUN 2011-2020,ZULFA KHANIFAH,PRODI_S1_EKONOMI_PEMBANGUNANFAKULTAS_FE
3,"Pulau Jawa merupakan wilayah yang dijadikan pusat perekonomian, pembangunan sumber daya manusia, dan pembangunan infrastruktur yang cukup baik di Indonesia.",SKRIPSI DETERMINAN JUMLAH PENDUDUK MISKIN DI PULAU JAWA TAHUN 2011-2020,ZULFA KHANIFAH,PRODI_S1_EKONOMI_PEMBANGUNANFAKULTAS_FE
4,Dimana secara umum pembangunan yang terkonsentrasi di Pulau Jawa dianggap sebagai salah satu faktor yang menjadi penyebab tingginya angka kemiskinan ditiap tahunnya.,SKRIPSI DETERMINAN JUMLAH PENDUDUK MISKIN DI PULAU JAWA TAHUN 2011-2020,ZULFA KHANIFAH,PRODI_S1_EKONOMI_PEMBANGUNANFAKULTAS_FE
5,"Penelitian ini bertujuan untuk mengetahui dan mengkaji pengaruh pengangguran, indeks pembangunan manusia (IPM), rasio angka ketergantungan, dan Produk Domestik Regional Bruto (PDRB) terhadap jumlah penduduk miskin di Pulau Jawa.",SKRIPSI DETERMINAN JUMLAH PENDUDUK MISKIN DI PULAU JAWA TAHUN 2011-2020,ZULFA KHANIFAH,PRODI_S1_EKONOMI_PEMBANGUNANFAKULTAS_FE
6,Data yang digunakan dalam penelitian ini adalah data panel yaitu gabungan antara data cross section yang terdiri dari enam provinsi di Pulau Jawa dan data time series dengan kurun waktu 2011-2020.,SKRIPSI DETERMINAN JUMLAH PENDUDUK MISKIN DI PULAU JAWA TAHUN 2011-2020,ZULFA KHANIFAH,PRODI_S1_EKONOMI_PEMBANGUNANFAKULTAS_FE
7,"Hasil penelitian menunjukkan bahwa variabel pengangguran, indeks pembangunan manusia (IPM), dan Produk Domestik Regional Bruto (PDRB) berpengaruh negatif signifikan terhadap jumlah penduduk miskin di Pulau Jawa tahun 2011-2020.",SKRIPSI DETERMINAN JUMLAH PENDUDUK MISKIN DI PULAU JAWA TAHUN 2011-2020,ZULFA KHANIFAH,PRODI_S1_EKONOMI_PEMBANGUNANFAKULTAS_FE
8,Sedangkan variabel rasio angka ketergantungan tidak berpengaruh signifikan terhadap jumlah penduduk miskin di Pulau Jawa tahun 2011-2020.,SKRIPSI DETERMINAN JUMLAH PENDUDUK MISKIN DI PULAU JAWA TAHUN 2011-2020,ZULFA KHANIFAH,PRODI_S1_EKONOMI_PEMBANGUNANFAKULTAS_FE
9,"Kata Kunci: Jumlah Penduduk Miskin, Pengangguran, Indeks Pembangunan Manusia (IPM), Rasio Angka Ketergantungan, dan Produk Domestik Regional Bruto (PDRB)",SKRIPSI DETERMINAN JUMLAH PENDUDUK MISKIN DI PULAU JAWA TAHUN 2011-2020,ZULFA KHANIFAH,PRODI_S1_EKONOMI_PEMBANGUNANFAKULTAS_FE
1,ABSTRAK Ekspor merupakan transaksi jual beli barang maupun jasa yang diproduksi di dalam negeri dan dijual ke luar negeri.,SKRIPSI ANALISIS PENGARUH VARIABEL EKONOMI MAKRO TERHADAP EKSPOR DI INDONESIA TAHUN 1993-2021,ERAS DESTIAN,PRODI_S1_EKONOMI_PEMBANGUNANFAKULTAS_FE
2,"Berdasarkan data yang diperoleh, perkembangan ekspor di Indonesia mengalami peningkatan setiap tahunnya.",SKRIPSI ANALISIS PENGARUH VARIABEL EKONOMI MAKRO TERHADAP EKSPOR DI INDONESIA TAHUN 1993-2021,ERAS DESTIAN,PRODI_S1_EKONOMI_PEMBANGUNANFAKULTAS_FE
3,"Penelitian ini bertujuan untuk menganalisis pengaruh dari ekonomi makro melalui 4 jenis variabel, yaitu inflasi, nilai tukar, suku bunga bank Indonesia dan produk domestik bruto terhadap ekspor di Indonesia.",SKRIPSI ANALISIS PENGARUH VARIABEL EKONOMI MAKRO TERHADAP EKSPOR DI INDONESIA TAHUN 1993-2021,ERAS DESTIAN,PRODI_S1_EKONOMI_PEMBANGUNANFAKULTAS_FE
4,Data yang digunakan dalam penelitian ini ialah data time series dalam kurun waktu penelitian 1993-2021.,SKRIPSI ANALISIS PENGARUH VARIABEL EKONOMI MAKRO TERHADAP EKSPOR DI INDONESIA TAHUN 1993-2021,ERAS DESTIAN,PRODI_S1_EKONOMI_PEMBANGUNANFAKULTAS_FE
5,Metode penelitian yang digunakan adalah Ordinary Least Square (OLS) dengan alat analisis regresi linear berganda yang diolah menggunakan Eviews-10.,SKRIPSI ANALISIS PENGARUH VARIABEL EKONOMI MAKRO TERHADAP EKSPOR DI INDONESIA TAHUN 1993-2021,ERAS DESTIAN,PRODI_S1_EKONOMI_PEMBANGUNANFAKULTAS_FE
6,"Hasil penelitian menunjukkan bahwa inflasi dan suku bunga bank Indonesia berpengaruh positif dan tidak signifikan terhadap ekspor di Indonesia tahun 1993-2021, sedangkan nilai tukar dan Produk Domestik Bruto berpengaruh positif dan signifikan terhadap ekspor di Indonesia tahun 1993-2021.",SKRIPSI ANALISIS PENGARUH VARIABEL EKONOMI MAKRO TERHADAP EKSPOR DI INDONESIA TAHUN 1993-2021,ERAS DESTIAN,PRODI_S1_EKONOMI_PEMBANGUNANFAKULTAS_FE
7,"Serta secara simultan (bersama-sama) inflasi, nilai tukar, suku bunga bank Indonesia, dan Produk Domestik Bruto berpengaruh terhadap ekspor di Indonesia tahun 1993-2021.",SKRIPSI ANALISIS PENGARUH VARIABEL EKONOMI MAKRO TERHADAP EKSPOR DI INDONESIA TAHUN 1993-2021,ERAS DESTIAN,PRODI_S1_EKONOMI_PEMBANGUNANFAKULTAS_FE
8,"Kata Kunci: Ekspor, Inflasi, Nilai Tukar, Suku Bunga Bank Indonesia, Produk Domestik Bruto.",SKRIPSI ANALISIS PENGARUH VARIABEL EKONOMI MAKRO TERHADAP EKSPOR DI INDONESIA TAHUN 1993-2021,ERAS DESTIAN,PRODI_S1_EKONOMI_PEMBANGUNANFAKULTAS_FE
1,ABSTRAK IMPLEMENTASI PROGRAM AKSI IBU PULANG BAWA AKTA KELAHIRAN (SI BULAN) DI DINAS KEPENDUDUKAN DAN PENCATATAN SIPIL KOTA MAGELANG Mar’atus Sholehah (1910201011) Jurusan Ilmu Administrasi Negara Fakultas Ilmu Sosial dan Ilmu Politik Universitas Tidar Program Aksi Ibu Pulang Bawa Akta Kelahiran (SI BULAN) merupakan program yang dijalankan dengan melaksanaan kerjasama antara Dinas Kependudukan dan Pencatatan Sipil kota Magelang dengan fasilitas kesehatan di wilayah kota Magelang maupun di luar kota Magelang agar memudahkan dan mempercepat masyarakat untuk pengurusan akta kelahiran.,SKRIPSI IMPLEMENTASI PROGRAM AKSI IBU PULANG BAWA AKTA KELAHIRAN (SI BULAN) DI DINAS KEPENDUDUKAN DAN PENCATATAN SIPIL KOTA MAGELANG,MARATUS SHOLEHAH,FAKULTAS_ILMU_SOSIAL_DAN_POLITIKPRODI_S1_ILMU_ADMINISTRASI_NEGARA
2,"Implementasi program SI BULAN berisi tentang pelaksanaan kerjasama antara Disdukcapil dengan faskes di wilayah kota Magelang, serta prosedur untuk membuat akta kelahiran dengan mekanisme program SI BULAN.",SKRIPSI IMPLEMENTASI PROGRAM AKSI IBU PULANG BAWA AKTA KELAHIRAN (SI BULAN) DI DINAS KEPENDUDUKAN DAN PENCATATAN SIPIL KOTA MAGELANG,MARATUS SHOLEHAH,FAKULTAS_ILMU_SOSIAL_DAN_POLITIKPRODI_S1_ILMU_ADMINISTRASI_NEGARA
3,Penelitian ini bertujuan menjelaskan dan memberikan analisis terkait penerapan program SI BULAN di Dinas Kependudukan dan Pencatatan Sipil Kota Magelang.,SKRIPSI IMPLEMENTASI PROGRAM AKSI IBU PULANG BAWA AKTA KELAHIRAN (SI BULAN) DI DINAS KEPENDUDUKAN DAN PENCATATAN SIPIL KOTA MAGELANG,MARATUS SHOLEHAH,FAKULTAS_ILMU_SOSIAL_DAN_POLITIKPRODI_S1_ILMU_ADMINISTRASI_NEGARA
4,"Penelitian ini menggunakan metode kualitatif dengan pendekatan deskriptif, data yang dipakai yaitu data primer dan data sekunder yang diperoleh melalui metode dokumentasi, pengamatan dan juga wawancara.",SKRIPSI IMPLEMENTASI PROGRAM AKSI IBU PULANG BAWA AKTA KELAHIRAN (SI BULAN) DI DINAS KEPENDUDUKAN DAN PENCATATAN SIPIL KOTA MAGELANG,MARATUS SHOLEHAH,FAKULTAS_ILMU_SOSIAL_DAN_POLITIKPRODI_S1_ILMU_ADMINISTRASI_NEGARA
5,"Secara umum hasil penelitian menjelaskan jika implementasi dari program SI BULAN telah berjalan dengan baik dari baik segi komunikasi dan koordinasi, akan tetapi masih belum berlangsung optimal dari segi waktu.",SKRIPSI IMPLEMENTASI PROGRAM AKSI IBU PULANG BAWA AKTA KELAHIRAN (SI BULAN) DI DINAS KEPENDUDUKAN DAN PENCATATAN SIPIL KOTA MAGELANG,MARATUS SHOLEHAH,FAKULTAS_ILMU_SOSIAL_DAN_POLITIKPRODI_S1_ILMU_ADMINISTRASI_NEGARA
6,"Hal ini dapat terlihat dari waktu dalam proses pembuatan akta kelahiran, dimana masih banyak pembuatan akta kelahiran yang belum sesuai dengan SOP mekanisme program SI BULAN, kemudian untuk proses pendistribusian masih dilakukan dengan kendaraan pribadi sehingga waktu pengiriman kurang efektif.",SKRIPSI IMPLEMENTASI PROGRAM AKSI IBU PULANG BAWA AKTA KELAHIRAN (SI BULAN) DI DINAS KEPENDUDUKAN DAN PENCATATAN SIPIL KOTA MAGELANG,MARATUS SHOLEHAH,FAKULTAS_ILMU_SOSIAL_DAN_POLITIKPRODI_S1_ILMU_ADMINISTRASI_NEGARA
7,"Peneliti memberikan saran mengenai penelitian ini yaitu untuk membantu proses pendistribusian diperlukan penyediaan sarana dan prasarana pendukung seperti mobil operasional khusus serta perlu adanya pamflet yang berisi mekanisme, alur dan syarat yang diperlukan untuk proses pembuatan akta kelahiran melalui program SI BULAN yang diberikan kepada masyarakat saat melakukan pemeriksaan ke RS maupun klinik bersalin, agar pelaksanaan program sesuai dengan SOP mekanisme yang sudah ditetapkan.",SKRIPSI IMPLEMENTASI PROGRAM AKSI IBU PULANG BAWA AKTA KELAHIRAN (SI BULAN) DI DINAS KEPENDUDUKAN DAN PENCATATAN SIPIL KOTA MAGELANG,MARATUS SHOLEHAH,FAKULTAS_ILMU_SOSIAL_DAN_POLITIKPRODI_S1_ILMU_ADMINISTRASI_NEGARA
8,"(Kata Kunci : Implementasi program, Aksi Ibu Pulang Bawa Akta Kelahiran (SI BULAN), Akta Kelahiran)",SKRIPSI IMPLEMENTASI PROGRAM AKSI IBU PULANG BAWA AKTA KELAHIRAN (SI BULAN) DI DINAS KEPENDUDUKAN DAN PENCATATAN SIPIL KOTA MAGELANG,MARATUS SHOLEHAH,FAKULTAS_ILMU_SOSIAL_DAN_POLITIKPRODI_S1_ILMU_ADMINISTRASI_NEGARA
1,"INTISARI Rumah sakit sebagai institusi publik, tentunya harus memiliki pelayanan yang ekstra efektif dan efisien.",SKRIPSI STUDI EVALUASI SISTEM PENTANAHAN PERALATAN MEDIS RUMAH SAKIT Studi kasus : Gedung Drs. Bagus Panuntun RSUD Tidar Kota Magelang,RAHMAT FARNESS SETIAWAN,PRODI_S1_TEKNIK_ELEKTROFAKULTAS_FT
2,Sistem pentanahan pada peralatan medis rumah sakit dibutuhkan untuk mencegah terjadinya kerusakan yang diakibatkan oleh gangguan kelistrikan.,SKRIPSI STUDI EVALUASI SISTEM PENTANAHAN PERALATAN MEDIS RUMAH SAKIT Studi kasus : Gedung Drs. Bagus Panuntun RSUD Tidar Kota Magelang,RAHMAT FARNESS SETIAWAN,PRODI_S1_TEKNIK_ELEKTROFAKULTAS_FT
3,Berdasarkan hasil pengukuran resistansi pentanahan peralatan medis pada gedung Drs.,SKRIPSI STUDI EVALUASI SISTEM PENTANAHAN PERALATAN MEDIS RUMAH SAKIT Studi kasus : Gedung Drs. Bagus Panuntun RSUD Tidar Kota Magelang,RAHMAT FARNESS SETIAWAN,PRODI_S1_TEKNIK_ELEKTROFAKULTAS_FT
4,Bagus Panuntun RSUD Tidar Kota Magelang selama 7 hari.,SKRIPSI STUDI EVALUASI SISTEM PENTANAHAN PERALATAN MEDIS RUMAH SAKIT Studi kasus : Gedung Drs. Bagus Panuntun RSUD Tidar Kota Magelang,RAHMAT FARNESS SETIAWAN,PRODI_S1_TEKNIK_ELEKTROFAKULTAS_FT
5,Pengukuran dalam 1 hari dilakukan pengukuran sebanyak 2 kali yaitu pada saat pagi hari dan sore hari menunjukan rata-rata nilai resistansi pentanahan belum memenuhi standar yang berlaku.,SKRIPSI STUDI EVALUASI SISTEM PENTANAHAN PERALATAN MEDIS RUMAH SAKIT Studi kasus : Gedung Drs. Bagus Panuntun RSUD Tidar Kota Magelang,RAHMAT FARNESS SETIAWAN,PRODI_S1_TEKNIK_ELEKTROFAKULTAS_FT
6,"Sehingga, diperlukan evaluasi agar nilai resistansi pentanahan sesuai dengan standar yang berlaku yaitu kurang dari 0,5 Ohm.",SKRIPSI STUDI EVALUASI SISTEM PENTANAHAN PERALATAN MEDIS RUMAH SAKIT Studi kasus : Gedung Drs. Bagus Panuntun RSUD Tidar Kota Magelang,RAHMAT FARNESS SETIAWAN,PRODI_S1_TEKNIK_ELEKTROFAKULTAS_FT
7,Berdasarkan hasil evaluasi dan pengukuran resistansi elektroda pentanahan peralatan elektromedis pada gedung Drs.,SKRIPSI STUDI EVALUASI SISTEM PENTANAHAN PERALATAN MEDIS RUMAH SAKIT Studi kasus : Gedung Drs. Bagus Panuntun RSUD Tidar Kota Magelang,RAHMAT FARNESS SETIAWAN,PRODI_S1_TEKNIK_ELEKTROFAKULTAS_FT
8,"Bagus Panuntun RSUD Tidar Kota Magelang jumlah elektroda batang minimal 7 unit yang dipasang secara paralel mendapatkan nilai resistansi pentanahan sebesar 0,44 Ohm.",SKRIPSI STUDI EVALUASI SISTEM PENTANAHAN PERALATAN MEDIS RUMAH SAKIT Studi kasus : Gedung Drs. Bagus Panuntun RSUD Tidar Kota Magelang,RAHMAT FARNESS SETIAWAN,PRODI_S1_TEKNIK_ELEKTROFAKULTAS_FT
9,Perhitungan rencana anggaran biaya dalam evaluasi sistem pentanahan peralatan medis pada gedung Drs.,SKRIPSI STUDI EVALUASI SISTEM PENTANAHAN PERALATAN MEDIS RUMAH SAKIT Studi kasus : Gedung Drs. Bagus Panuntun RSUD Tidar Kota Magelang,RAHMAT FARNESS SETIAWAN,PRODI_S1_TEKNIK_ELEKTROFAKULTAS_FT
10,"Bagus Panuntun RSUD Tidar Kota Magelang senilai Rp.8.616.033,8,- untuk menambahkan 7 unit elektroda pentanahan.",SKRIPSI STUDI EVALUASI SISTEM PENTANAHAN PERALATAN MEDIS RUMAH SAKIT Studi kasus : Gedung Drs. Bagus Panuntun RSUD Tidar Kota Magelang,RAHMAT FARNESS SETIAWAN,PRODI_S1_TEKNIK_ELEKTROFAKULTAS_FT
11,"Kata kunci : Sistem Pentanahan, Elektroda, Resistansi",SKRIPSI STUDI EVALUASI SISTEM PENTANAHAN PERALATAN MEDIS RUMAH SAKIT Studi kasus : Gedung Drs. Bagus Panuntun RSUD Tidar Kota Magelang,RAHMAT FARNESS SETIAWAN,PRODI_S1_TEKNIK_ELEKTROFAKULTAS_FT
1,Tidak Tersedia Deskripsi,NILAI-NILAI POLITIK DALAM KUMPULAN CERPEN IBLIS TIDAK PERNAH MATI KARYA SENO GUMIRA AJIDARMA DAN PEMBELAJARANNYA DI SMA,NUR FATHIYAH HIDAYATI,PRODI_S1_PENDIDIKAN_BAHASA_DAN_SASTRA_INDONESIAFAKULTAS_KEGURUAN_DAN_ILMU_PENDIDIKAN
1,Tidak Tersedia Deskripsi,KARAKTER TOKOH UTAMA NOVEL PULANG KARYA TERE LIYE DITINJAU DARI PSIKOLOGI TOKOH DAN PEMBELAJARANNYA DI SMA,DWI RAHMA HAYATI,PRODI_S1_PENDIDIKAN_BAHASA_DAN_SASTRA_INDONESIAFAKULTAS_KEGURUAN_DAN_ILMU_PENDIDIKAN
1,Tidak Tersedia Deskripsi,KARAKTERK HUMANISTIK TOKOH DALAM KUMPULAN CERPEN MEREKA  BILANG SAYA MONYET KARYA DJENAR MAESA AYU DAN PENGAJARANNYA DI SMA,ANITA MARIYANI,PRODI_S1_PENDIDIKAN_BAHASA_DAN_SASTRA_INDONESIAFAKULTAS_KEGURUAN_DAN_ILMU_PENDIDIKAN
1,Tidak Tersedia Deskripsi,ASPEK POLITIK DALAM NOVEL LINGKAR TANAH LINGKAR AIR KARYA AHMAD TOHARI DAN PEMBELAJARANYA DI SMP,SUPRIYANTO,PRODI_S1_PENDIDIKAN_BAHASA_DAN_SASTRA_INDONESIAFAKULTAS_KEGURUAN_DAN_ILMU_PENDIDIKAN
1,Tidak Tersedia Deskripsi,KOHESI DAN KOHERENSI DALAM KALIMAT MAJEMUK KARYA TULIS SISWA SMA KRISTEN 1 MAGELANG,LINA PARVITA,PRODI_S1_PENDIDIKAN_BAHASA_DAN_SASTRA_INDONESIAFAKULTAS_KEGURUAN_DAN_ILMU_PENDIDIKAN
1,Tidak Tersedia Deskripsi,ANALISIS KESALAHAN PENGGUNAAN KONJUNGSI PADA HORTATORY EXPOSITION SISWA KELAS XI SMA NEGRI I CANDIMOLYO TAHUN AJARAN 2007/1008,ANI UMI KORIAH,PRODI_S1_PENDIDIKAN_BAHASA_DAN_SASTRA_INDONESIAFAKULTAS_KEGURUAN_DAN_ILMU_PENDIDIKAN
1,Tidak Tersedia Deskripsi,SUGESTI MAN JADDA WAJADDA TERHADAP PERWATAKAN TOKOH ALIF DALAM NOVEL NEGERI 5 MENARA KARYA AHMAD FUADI DAN PENGAJARANNYA DI SMA,ANALISA,PRODI_S1_PENDIDIKAN_BAHASA_DAN_SASTRA_INDONESIAFAKULTAS_KEGURUAN_DAN_ILMU_PENDIDIKAN
1,Tidak Tersedia Deskripsi,PERESPEKTIF GENDER DALAM TRILOGI KARYA AHMAD TOHARI DAN PENGAJARANNYA DI SMA,TITIK HANDAYANI,PRODI_S1_PENDIDIKAN_BAHASA_DAN_SASTRA_INDONESIAFAKULTAS_KEGURUAN_DAN_ILMU_PENDIDIKAN
1,Tidak Tersedia Deskripsi,KAJIAN PENGARUSUTAMAAN GENDER DALAM NOVEL LA BARKA KARYA NMH. DINI DAN PENGAJARANNYA DI SMA,BUDI LINDARNANTO,PRODI_S1_PENDIDIKAN_BAHASA_DAN_SASTRA_INDONESIAFAKULTAS_KEGURUAN_DAN_ILMU_PENDIDIKAN
1,Tidak Tersedia Deskripsi,PEMAKAIAN BAHASA JAWA OLEH PENGEMIS JALANAN DI KABUPATEN MAGELANG,SUTRISNA,PRODI_S1_PENDIDIKAN_BAHASA_DAN_SASTRA_INDONESIAFAKULTAS_KEGURUAN_DAN_ILMU_PENDIDIKAN
1,Tidak Tersedia Deskripsi,PENGARUH PENGUASAN KOSA KATA TERHADAP PERSTASI BELAJAR BAHASA INDONESIA SISWA KELS VI SD SE-KECAMATAN SECANG KABUPATEN MAGELANG TAHUN PELAJARAN 1996 1997,WENANG ADI SUJOKO,PRODI_S1_PENDIDIKAN_BAHASA_DAN_SASTRA_INDONESIAFAKULTAS_KEGURUAN_DAN_ILMU_PENDIDIKAN
1,ABSTRAK Penelitian ini dilatar belakangi adanya pengungkapan tanggungjawab sosial dengan prinsip syariah yang masih belum maksimal dilakukan oleh perusahaan-perusahaan di Indonesia yang menerbitkan saham syariah.,"SKRIPSI PENGARUH PROFITABILITAS, UKURAN PERUSAHAAN, UMUR PERUSAHAAN, DAN PENGHARGAAN, TERHADAP PENGUNGKAPAN ISLAMIC SOCIAL REPORTING (ISR) PADA PERUSAHAAN YANG TERDAFTAR DI JAKARTA ISLAMIC INDEX 70 PERIODE 2018-2021",TATA WULANDARI,PRODI_S1_AKUNTANSIFAKULTAS_FE
2,Hal tersebut disebabkan karena pengungkapan tersebut masih bersifat sukarela dan terlebih belum adanya standar baku yang mengatur tentang pengungkapan tanggungjawab sosial dengan prinsip syariah atau biasa disebut dengan Islamic Social Reporting.,"SKRIPSI PENGARUH PROFITABILITAS, UKURAN PERUSAHAAN, UMUR PERUSAHAAN, DAN PENGHARGAAN, TERHADAP PENGUNGKAPAN ISLAMIC SOCIAL REPORTING (ISR) PADA PERUSAHAAN YANG TERDAFTAR DI JAKARTA ISLAMIC INDEX 70 PERIODE 2018-2021",TATA WULANDARI,PRODI_S1_AKUNTANSIFAKULTAS_FE
3,"Padahal apabila dilihat lebih jauh, potensi kenaikan investasi syariah sangatlah tinggi mengingat semakin meningkat pula jumlah investor saham syariah setiap tahunnya.","SKRIPSI PENGARUH PROFITABILITAS, UKURAN PERUSAHAAN, UMUR PERUSAHAAN, DAN PENGHARGAAN, TERHADAP PENGUNGKAPAN ISLAMIC SOCIAL REPORTING (ISR) PADA PERUSAHAAN YANG TERDAFTAR DI JAKARTA ISLAMIC INDEX 70 PERIODE 2018-2021",TATA WULANDARI,PRODI_S1_AKUNTANSIFAKULTAS_FE
4,"Apabila tingkat pengungkapan ISR terus ditingkatkan, hal tersebut akan meningkatkan pula aktivitas investasi di Indonesia yang secara otomatis akan membantu roda perekonomian negara dari sektor investasi.","SKRIPSI PENGARUH PROFITABILITAS, UKURAN PERUSAHAAN, UMUR PERUSAHAAN, DAN PENGHARGAAN, TERHADAP PENGUNGKAPAN ISLAMIC SOCIAL REPORTING (ISR) PADA PERUSAHAAN YANG TERDAFTAR DI JAKARTA ISLAMIC INDEX 70 PERIODE 2018-2021",TATA WULANDARI,PRODI_S1_AKUNTANSIFAKULTAS_FE
5,"Tujuan dari penelitian ini adalah untuk menguji pengaruh profitabilitas, ukuran perusahaan, umur perusahaan, dan penghargaan terhadap pengungkapan Islamic Social Reporting (ISR).","SKRIPSI PENGARUH PROFITABILITAS, UKURAN PERUSAHAAN, UMUR PERUSAHAAN, DAN PENGHARGAAN, TERHADAP PENGUNGKAPAN ISLAMIC SOCIAL REPORTING (ISR) PADA PERUSAHAAN YANG TERDAFTAR DI JAKARTA ISLAMIC INDEX 70 PERIODE 2018-2021",TATA WULANDARI,PRODI_S1_AKUNTANSIFAKULTAS_FE
6,Penelitian ini merupakan penelitian kuantitatif dan menggunakan data sekunder berupa laporan tahunan perusahaan yang terdaftar di JII70 dari tahun 2018-2021.,"SKRIPSI PENGARUH PROFITABILITAS, UKURAN PERUSAHAAN, UMUR PERUSAHAAN, DAN PENGHARGAAN, TERHADAP PENGUNGKAPAN ISLAMIC SOCIAL REPORTING (ISR) PADA PERUSAHAAN YANG TERDAFTAR DI JAKARTA ISLAMIC INDEX 70 PERIODE 2018-2021",TATA WULANDARI,PRODI_S1_AKUNTANSIFAKULTAS_FE
