ID,Judul,Penulis,Abstrak,Info_24
12942,SKRIPSI PENGARUH VARIASI UKURAN AGREGAT KASAR BATU PECAH TERHADAP KUAT TEKAN DAN PERMEABILITAS BETON POROUS,MAFTUKHATUS SOLIKHAH,"INTISARI Perubahan tata guna lahan akibat pembangunan infrastruktur, intensitas curah hujan yang tinggi, dan berkurangnya daerah resapan air menyebabkan hujan yang terakumulasi melebihi kapasitas drainase dan merugikan masyarakat. Beton porous menjadi inovasi untuk mengurangi limpasan permukaan air hujan dan menambah infiltrasi ke dalam tanah. Tujuan penelitian ini adalah untuk mengetahui pengaruh variasi ukuran agregat kasar dan hubungan karakteristiknya terhadap kuat tekan dan permeabilitas beton porous. Penelitian dilakukan dengan cara memberikan variasi komposisi ukuran agregat kasar pada campuran beton. Mix design dibuat berdasarkan metode ACI 522R-10. Penelitian dilakukan dengan melakukan percobaan yang dilakukan di Lab Struktur, Jurusan Teknik Sipil, Fakultas Teknik, Universitas Tidar, diberikan 4 variasi komposisi agregat kasar dengan penggunaan agregat ukuran 1-2 cm. Perbandingan semen dan air yang digunakan sebesar 1:4, faktor air semen 0,4. Hasil pengujian nilai kuat tekan beton maksimum yang dihasilkan terdapat pada variasi B ( 50% lolos ayakan 25,4 mm tertahan 19,1 mm, 25% lolos 19,1 mm tertahan 12,7 mm, dan 25% lolos 12,7 tertahan 9,5 mm) dengan nilai 7,5 MPa. Pengujian permeabilitas beton berpori didapat nilai tertinggi pada variasi A yaitu (75% lolos ayakan 25,4 mm tertahan 19,1 mm, 25% lolos 19,1 mm tertahan 12,7 mm) dengan nilai 3,83 mm/detik. Kata Kunci: Agregat Kasar, Beton Porous, Kuat Tekan, Permeabilitas",PRODI_S1_TEKNIK_SIPILFAKULTAS_FT
12943,SKRIPSI KAJIAN TARIKAN PERJALANAN MENUJU BANDAR UDARA INTER-NASIONAL JENDERAL AHMAD YANI KOTA SEMARANG,NABA SILVA YONA PRATAMA,"ABSTRAK Bandar Udara Internasional Jenderal Ahmad Yani berlokasi di Semarang. Akses jalan menuju bandar udara yang dekat dengan pemukiman penduduk, pertokoan dan tempat wisata mengakibatkan kemacetan lalu lintas. Dalam rangka mendukung Bandar Udara Internasional Jenderal Ahmad Yani sebagai bandara internasional, pembangunan Flyover Ahmad Yani sebagai fasilitas menuju bandar udara. Penelitian bertujuan untuk mengkaji daya tarik perjalanan menuju Bandar Udara. Metode yang digunakan adalah MAT. Data primer yang diperlukan adalah volume lalu lintas tahun 2022, panjang jalan, dan kecepatan lalu lintas. Data sekunder yang dibutuhkan adalah data LHR sebelum Flyover, PDRB per kapita Kota Semarang dan jumlah penduduk Kota Semarang. Selisih LHR data primer dan data sekunder sebesar 434 smp/jam hari kerja dan 258 smp/jam hari libur. Tarikan perjalanan menghasilkan 153 smp/jam hari kerja dan 148 smp/jam hari libur. Perkiraan 10 ta-hun ke depan dengan tingkat pertumbuhan lalu lintas tahunan sebesar 6,31% menghasilkan 282 smp/jam hari kerja dan 273 smp/jam hari libur. SPM Aksesibil-itas dengan hasil 1,02417 km/km2 dengan indeks minimal 0,02 dan SPM mobilitas dengan hasil 0,01907898 km/jiwa dengan indeks minimal 0,01. Kata kunci: Bandar Udara Internasional Jenderal Ahmad Yani, LHR, Tarikan Perjalanan,SPM",PRODI_S1_TEKNIK_SIPILFAKULTAS_FT
12944,SKRIPSI PENGARUH KONSENTRASI DAN LAMA PERENDAMAN AIR KELAPA TERHADAP PERTUMBUHAN STEK TANAMAN TOMAT (Solanum lycopersicum),KHABIBATUZZAKIYAH,"INTISARI PENGARUH KONSENTRASI DAN LAMA PERENDAMAN AIR KELAPA TERHADAP PERTUMBUHAN STEK TANAMAN TOMAT (Solanum lycopersicum) Khabibatuzzakiyah [email protected] Tomat (Solanum lycopersicum) merupakan sayuran buah yang banyak dibudidayakan di Indonesia. Saat ini tanaman tomat diperbanyak secara generatif yaitu menggunakan benih dan terkendala adanya serangan penyakit terutama virus yaitu Tomato Yellow Leaf Curl Virus (TYLCV), sehingga perlu adanya perbaikan budidaya dengan metode stek. Pertumbuhan tunas dan akar stek dapat ditingkatkan menggunakan air kelapa. Penelitian bertujuan untuk mengetahui pengaruh konsentrasi dan lama perendaman air kelapa terhadap pertumbuhan stek tanaman tomat. Penelitian dilaksanakan pada tanggal 1 Juni sampai 14 Juli 2022 di Dusun Bojong, Desa Maduretno, Kecamatan Kaliangkrik, Kabupaten Magelang dengan jenis tanah latosol dan ketinggian tempat 763 m dpl. Penelitian menggunakan polybag dengan percobaan faktorial (4x3) yang disusun dalam Rancangan Acak Kelompok Lengkap (RAKL) dengan dua faktor perlakuan dan diulang tiga kali sebagai blok. Faktor pertama yaitu konsentrasi air kelapa 25, 50, 75 dan 100%. Faktor kedua yaitu lama perendaman air kelapa 4, 8 dan 12 jam. Hasil penelitian menunjukkan bahwa konsentrasi air kelapa 25% memberikan pertumbuhan tertinggi pada berat segar tunas, berat kering tunas, jumlah akar, berat segar akar dan berat kering akar, serta jumlah tunas pada konsentrasi 49,04%. Lama perendaman air kelapa 10,73 jam menghasilkan berat kering brangkasan atas tertinggi pada stek tanaman tomat. Konsentrasi air kelapa 25% dan lama perendaman air kelapa 12 jam menghasilkan berat segar tunas dan berat kering tunas tertinggi pada stek tanaman tomat. Kata kunci : air kelapa, konsentrasi, lama perendaman, tanaman tomat",FAKULTAS_FAPERTAPRODI_S1_AGROTEKNOLOGI
12945,SKRIPSI SIFAT KEKUATAN TARIK SAMBUNGAN LAS BUTT JOINT PADA BAJA KARBON RENDAH,FATCHUL AZIS,"ABSTRAK Pengelasan adalah teknik penyambungan logam dengan cara mencairkan sebagian logam induk dan logam pengisi dengan atau tanpa logam penambah. Salah satu metode pengelasan yang sering digunakan adalah Las SMAW. Las SMAW merupakan sebuah proses penyambungan logam yang menggunakan energi panas untuk mencairkan benda kerja dan elektroda. Di bidang teknik pengelasan, baja karbon rendah ST-37 merupakan salah satu logam yang sering digunakan dalam pembangunan konstruksi. Proses pendinginan dilakukan dengan menggunakan media pendingin oli mesran SAE 40, power coolant top 1, dan air tawar. Proses ini berguna untuk memperbaiki kekuatan tarik dari hasil pengelasan ST-37. Tujuan penelitian ini adalah untuk mengetahui bagaimana pengaruh variasi pendingin oli mesran SAE 40, power coolant top 1, dan air tawar terhadap kekuatan tariknya. Hasil penelitian menunjukkan spesimen baja ST-37 setelah didinginkan menggunakan power coolant top 1 mempunyai nilai kekuatan tarik tertinggi yaitu 390,51 MPa. Kata kunci: pengelasan, baja karbon rendah ST-37, SMAW, media pendingin, uji tarik",PRODI_S1_TEKNIK_MESINFAKULTAS_FT
12946,SKRIPSI PENGARUH PENAMBAHAN PROBIOTIK PADA PAKAN DENGAN DOSIS YANG BERBEDA TERHADAP PERTUMBUHAN IKAN NILA (OREOCHROMIS SP.),MUHAMMAD ATHIEF NAUFAL,"INTISARI Pengaruh Penambahan Probiotik pada Pakan dengan Dosis yang Berbeda terhadap Pertumbuhan Ikan Nila (Oreochromis sp.) Muhammad Athef Naufal 1), Abdul Qadir Jaelani 2), Eric Armando 3) Ikan nila (Oreochromis sp.) merupakan salah satu jenis ikan budidaya air tawar yang mempunyai prospek yang cukup baik untuk dikembangkan. Banyak hal yang dilakukan oleh petani ikan untuk meningkatkan produksi ikan budidayanya. Agar pakan bekerja secara maksimal dan meningkatkan bobot ikan perlu suatu suplemen yang dicampur dalam pakan. Salah satu cara yang dapat dilakukan adalah dengan menambahkan probiotik. Tujuan dari penelitian ini adalah untuk mengetahui pengaruh probiotik terhadap pertumbuhan ikan nila dan untuk mengetahui pemberian dosis probiotik yang paling efektif pada pakan terhadap pertumbuhan ikan nila. Penelitian dilakukan 28 hari mulai bulan Februari 2021- Maret 2022 di Samban Utara, Kelurahan Galengan, Kecamatan Magelang Tengah, Kota Magelang, Jawa Tengah. Penelitian ini menggunakan rancangan acak lengkap (RAL) dengan empat perlakuan yakni penambahan probiotik 5%/kg pakan; 10%/kg pakan; 15%/kg pakan dan kontrol (100% pakan komersil). Masing-masing perlakuan diulang sebanyak tiga kali. Parameter pengamatan pada penelitian ini yaitu pertumbuhan berat mutlak, pertumbuhan panjang mutlak, laju pertumbuhan harian, survival rate, FCR, serta kualitas air. Hasil pemberian probiotik memberikan pengaruh nyata terhadap pertumbuhan berat mutlak, pertambahan panjang mutlak, laju pertumbuhan spesifik dan FCR ikan nila dan tidak berpengaruh pada kelangsungan hidup ikan nila. Namun hasil penelitian kurang optimal, dilihat dari nilai FCR>2. Hal ini dipengaruhi faktor lain seperti kadar amoniak, kadar oksigen terlarut dan sirkulasi air. Secara umum dosis probiotik terbaik dalam penelitian ini adalah 15%/kg pakan. Kata kunci: ikan nila, pakan, probiotik",PRODI_S1_AKUAKULTURFAKULTAS_FAPERTA
12947,SKRIPSI PENGARUH MODEL PEMBELAJARAN PROBLEM BASED LEARNING TERHADAP KETERAMPILAN BERPIKIR TINGKAT TINGGI DAN MOTIVASI BELAJAR SISWA KELAS X SMA N 1 CANDIMULYO PADA MATERI PERUBAHAN LINGKUNGAN,ANI SAFIRA,"ABSTRAK Safira Ani 2022. “Pengaruh Model Pembelajaran Problem Based Learning Terhadap Keterampilan Berpikir Tingkat Tinggi dan Motivasi Belajar Siswa Kelas X SMA N 1 Candimulyo pada Materi Perubahan Lingkungan”. Skripsi Program Studi Pendidikan Biologi Fakultas Keguruan dan Ilmu Pendidikan Universitas Tidar. Pembimbing I Muhammad Radian Nur Alamsyah, M.Pd., Pembimbing II Ika Sukmawati, M.Pd. Kata kunci: Problem Based Learning, Keterampilan Berpikir Tingkat Tinggi, Motivasi Belajar, Perubahan Lingkungan Penelitian ini dilatarbelakangi oleh belum optimalnya keterampilan berpikir tingkat tinggi dan motivasi belajar siswa dalam pembelajaran biologi terutama materi perubahan lingkungan. Penelitian ini bertujuan untuk mengetahui pengaruh penerapan model pembelajaran Problem Based Learning terhadap keterampilan berpikir tingkat tinggi dan motivasi belajar siswa materi perubahan lingkungan. Penelitian dilakukan di SMA N 1 Candimulyo. Metode yang digunakan quasi eksperimen dengan desain nonequivalent control group design dengan teknik pengambilan sampel dengan sampling purposive. Kelas X MIPA 1 sebagai kelas eksperimen dan kelas X MIA 2 sebagai kelas kontrol. Instrumen penelitian yang digunakan adalah lembar tes pilihan ganda, lembar angket dan lembar observasi. Teknik analisis data menggunakan uji Ancova dengan nilai sig. 0,05 (α = 0,05). Berdasarkan hasil penelitian diperoleh rata–rata nilai posttest keterampilan berpikir tingkat tinggi pada kelas eksperimen 85,56 dan kelas kontrol 80,14. Sedangkan analisis uji Ancova hasil keterampilan berpikir tingkat tinggi diperoleh nilai sig. 0,004 dengan nilai sig. < 0,05, sehingga H0 ditolak. Hasil rata-rata nilai kemampuan akhir motivasi belajar siswa pada kelas eksperimen 79,9 dan kelas kontrol 72,6. Hasil uji Ancova motivasi belajar siswa nilai sig. < 0,000 dengan nilai sig. < 0,05, sehingga H0 ditolak. Hasil penelitian ini model pembelajaran Problem Based Learning berpengaruh terhadap keterampilan berpikir tingkat tinggi siswa dilihat dari rata-rata nilai posttest kelas eksperimen lebih tinggi dibandingkan dengan kelas kontrol. Model pembelajaran Problem Based Learning berpengaruh terhadap motivasi belajar siswa dilihat dari rata-rata nilai kemampuan akhir kelas eksperimen lebih tinggi dari kelas kontrol. Dari hasil penelitian dapat disimpulkan terdapat pengaruh model pembelajaran Problem Based Learning terhadap keterampilan berpikir tingkat tinggi dan motivasi belajar.",PRODI_S1_PENDIDIKAN_BIOLOGIFAKULTAS_KEGURUAN_DAN_ILMU_PENDIDIKAN
12948,SKRIPSI STUDI ETNOMEDISIN TUMBUHAN OBAT PADA MASYARAKAT SEKITAR HUTAN ROWO DAN PENGEMBANGANNYA MENJADI BUKU SAKU DIGITAL SEBAGAI SUMBER BELAJAR MATERI PLANTAE,CAMELIA OKTAVIA SARI,"ABSTRAK Sari, Camelia Oktavia. 2023. “Studi Etnomedisin Tumbuhan Obat Pada Masyarakat Sekitar Hutan Rowo dan Pengembangannya Menjadi Buku Saku Digital Sebagai Sumber Belajar Materi Plantae”. Skripsi. Program Studi Pendidikan Biologi Fakultas Keguruan dan Ilmu Pendidikan Universitas Tidar. Pembimbing I Muhammad Radian Nur Alamsyah, M.Pd., Pembimbing II Dr. Setiyo Prajoko, M.Pd. Kata Kunci: buku saku digital, etnomedisin, hutan rowo, pengobatan tradisional Penelitian ini dilatarbelakangi oleh kepercayaan masyarakat sekitar Hutan Rowo mengenai tradisi turun temurun berupa pemanfaatan tumbuhan sebagai bahan pengobatan tradisional. Hingga saat ini belum ada penelitian atau studi etnografi mengenai tumbuhan obat di hutan tersebut yang digunakan oleh masyarakat sekitarnya. Sehingga pengetahuan tentang pengobatan tradisional menggunakan tumbuhan belum terdokumentasi dengan baik. Selain itu, keanekaragaman tumbuhan yang digunakan masyarakat untuk pengobatan berpotensi sebagai sumber belajar biologi materi Plantae. Tujuan dari penelitian ini adalah untuk mengidentifikasi tumbuhan yang digunakan untuk bahan pengobatan tradisional oleh masyarakat sekitar Hutan Rowo serta mengembangkan dan menghasilkan produk berupa buku saku digital dari hasil studi etnomedisin yang dilakukan. Dengan dikembangkannya buku saku digital tersebut, diharapkan dapat menambah pengetahuan masyarakat mengenai pemanfaatan tumbuhan untuk obat tradisional serta dapat digunakan sebagai sumber belajar biologi oleh siswa. Metode penelitian yang digunakan adalah studi etnografi serta Research and Development (R&D) model ADDIE. Akan tetapi pada penelitian ini dibatasi hanya sampai tahap Develop. Pengumpulan data menggunakan metode observasi, wawancara, dan angket. Teknik analisis data menggunakan analisis deskriptif kualitatif dan kuantitatif. Hasil penelitian ini menunjukkan bahwa terdapat 23 spesies tumbuhan yang tergolong dalam 17 famili untuk bahan pengobatan tradisional. Tumbuhan yang paling sering digunakan adalah telang (Clitoria ternatea). Bagian tumbuhan yang paling banyak digunakan yaitu daun dengan frekuensi sebanyak 14 spesies, cara pengolahan yang sering dilakukan adalah direbus dengan frekuensi sebanyak 21 spesies, dan cara penggunaan yang dominan yakni diminum dengan frekuensi sebanyak 21 spesies. Penilaian oleh ahli materi terhadap buku saku digital yakni 91,25% (sangat layak); ahli media 79,4% (layak); dan ahli bahasa 73,4% (layak). Dari hasil penelitian dapat disimpulkan bahwa buku saku digital yang dikembangkan layak digunakan sebagai sumber belajar biologi pada materi Plantae dan dapat digunakan masyarakat untuk menambah pengetahuan mengenai manfaat tumbuhan sebagai bahan pengobatan tradisional.",PRODI_S1_PENDIDIKAN_BIOLOGIFAKULTAS_KEGURUAN_DAN_ILMU_PENDIDIKAN
12949,SKRIPSI PENGARUH PEMBERIAN KOMBINASI FITOBIOTIK DARI EKSTRAK KULIT JENGKOL DENGAN PROBIOTIK Bacillus cereus TERHADAP PROFIL ORGAN DALAM ITIK MAGELANG JANTAN,LUTFIANA,"INTISARI PENGARUH PEMBERIAN KOMBINASI FITOBIOTIK DARI EKSTRAK KULIT JENGKOL DENGAN PROBIOTIK Bacillus cereus TERHADAP PROFIL ORGAN DALAM ITIK MAGELANG JANTAN Lutfiana [email protected] Fitobiotik ekstrak kulit jengkol dan probiotik Bacillus cereus telah dimanfaatkan untuk meningkatkan produktivitas itik Magelang. Penelitian ini dilakukan selama 60 hari di kandang unggas Fakultas Pertanian, Universitas Tidar. Tujuan pada penelitian ini yaitu untuk mengetahui persentase organ dalam itik Magelang dengan pemberian kombinasi fitobiotik dari ekstrak kulit jengkol dan probiotik Bacillus cereus. Materi penelitian yang digunakan adalah 100 ekor DOD itik Magelang jantan yang dikelompokkan dalam 5 perlakuan meliputi: (P0) kontrol tanpa penambahan ekstrak kulit jengkol dan probiotik Bacillus cereus, (P1) penambahan 0,2% ekstrak kulit jengkol dan 0,5% probiotik Bacillus cereus, (P2) penambahan 0,4% ekstrak kulit jengkol dan 0,1% probiotik Bacillus cereus, (P3) penambahan 0,6% ekstrak kulit jengkol dan 1,5% probiotik Bacillus cereus, (P4) penambahan 0,8% ekstrak kulit jengkol dan 2% probiotik Bacillus cereus. Rancangan percobaan pada penelitian ini adalah Rancangan Acak Lengkap (RAL) pola searah. Variabel yang diamati meliputi persentase bobot hati, jantung, empedu, ginjal, dan pankreas. Penggunaan kombinasi fitobiotik ekstrak kulit jengkol dan probiotik Bacillus cereus dengan dosis yang berbeda tidak berpengaruh terhadap persentase bobot hati (2,32±0,38 – 2,5±0,26%), jantung (0,76±0,09 – 0,86±0,15%), empedu (0,17±0,03 – 0,26±0,05%), ginjal (1,07±0,16 – 1,26±0,18%), dan pankreas (0,39±0,04 – 0,45±0,06%). Kesimpulan dari penelitian ini yaitu pemberian kombinasi fitobiotik ekstrak kulit jengkol dan probiotik Bacillus cereus tidak memengaruhi organ dalam itik Magelang jantan. Kata kunci: fitobiotik, itik Magelang, organ dalam, probiotik",PRODI_S1_PETERNAKANFAKULTAS_FAPERTA
12950,"SKRIPSI KANDUNGAN MINERAL MIKRO (Fe, Zn, Cu) Gliricidia sepium PADA TOPOGRAFI YANG BERBEDA UNTUK PAKAN SAPI POTONG DI KABUPATEN MAGELANG",FIKRI HANIFUL ANAM,"INTISARI Kandungan Mineral Mikro (Fe, Zn, Cu) Gliricidia sepium pada Topografi yang Berbeda untuk Pakan Sapi Potong di Kabupaten Magelang Fikri Haniful Anam1), Mukh Arifin2), Pradipta Bayuaji P.3) Penelitian ini dirancang untuk menganalisis kandungan mineral mikro (Fe, Zn, Cu) tanaman Gliricidia sepium sebagai pakan sapi potong yang diambil dari lahan dengan topografi berbeda di Kabupaten Magelang. Penelitian dilakukan dengan metode survei dengan cara mengambil sampel tanaman gliricidia dari tiga kawasan dengan topografi berbeda, yaitu datar, bergelombang dan miring. Dari masingmasing topografi diambil 20 sampel dalam keadaan segar, kemudian dicacah dan dijemur di bawah sinar matahari, lalu dikeringkan dengan oven sampai diperoleh bobot sampel yang stabil. Sampel kering dihaluskan untuk diukur kandungan mineral mikro Fe, Zn, dan Cu dengan menggunakan AAS (Atomic Absorption Spectroscopy). Hasil penelitian ini menunjukkan bahwa kandungan Fe tanaman gliricidia yang diambil dari kawasan dengan topografi datar nyata lebih besar (P < 0,05) dibandingkan dengan bergelombang, maupun miring, yaitu masingmasing sebesar: 576,73, 370,03 dan 274,06 ppm. Kandungan Zn dan Cu tanaman gliricidia yang diambil dari kawasan dengan topografi datar, bergelombang dan miring ditemukan tidak berbeda nyata (P > 0,05), yaitu rata-rata sebesar 25,19 dan 5,80 ppm, masing-masing untuk Zn dan Cu. Jika dihitung dengan menggunakan temuan Utomo, et al. (2015), penggunaan gliricidia kering udara sebanyak 0,5 kg/hari dan pakan basal rumput gajah atau rumput lapang, maka kebutuhan mineral mikro pada sapi potong yang dipelihara pada 3 kawasan topografi di Kabupaten Magelang tersebut sudah terpenuhi. Berdasarkan hasil penelitian ini dapat direkomendasikan kepada peternak sapi potong di tiga kawasan Kabupaten Magelang untuk tidak perlu menggunakan suplemen mineral mikro dalam pemberian pakannya. Kata Kunci: Topografi, mineral, gliricidia.",PRODI_S1_PETERNAKANFAKULTAS_FAPERTA
12951,SKRIPSI AN ANALYSIS OF GRAMMATICAL COHESION IN DESCRIPTIVE TEXT WRITTEN BY THE SIXTH-GRADE STUDENTS OF MI MA’ARIF GUNUNGPRING IN THE SCHOOL YEAR 2022/2023,INDAH FITRILIANY,"ABSTRACT Fitriliany, Indah. (2022). An Analysis of Grammatical Cohesion in Descriptive Text Written By The Sixth-Grade Students of Mi Ma’arif Gunungpring In The School Year 2022/2023. A Paper. English Education Department.An Analysis of Grammatical Cohesion in Descriptive Text Written By The Sixth-Grade Students of Mi Ma’arif Gunungpring In The School Year 2022/2023. Universitas Tidar. Consultant I Prof. Dr. Sukarno, M.Si, Consultant II Winda Candra Hantari,S.S,M.A Keywords: cohesive device, grammatical cohesion, descriptive text The objectives of the study are to know the types of grammatical cohesion in descriptive texts written by the sixth-grade students of MI Ma’arif Gunungpring in the school year 2022/2023 and to know the most grammatical cohesion in descriptive texts written by the sixth-grade students of MI Ma’arif Gunungpring in the school year 2022/2023. The type of this research is descriptive qualitative research where the writer describes the types of grammatical cohesion in every data. The writer took ten students of MI Ma’arif Gunungpring as the subject of the research. To conduct the research, the writer analyzed the types of grammatical cohesion based on Halliday and Hasan’s theory. The result shows there are two types of grammatical cohesion found in descriptive texts written by the sixth grade students of MI Ma’arif Gunungpring. They are reference with 65 data (75.29%), conjunction with 20 data (23.52%). The findings of the research show that the most dominant grammatical cohesion used by the students’ the sixth grade students of MI Ma’arif Gunungpring is a personal reference. The percentage show us about 48.00 %. It shows that the students have the ability to use grammatical cohesion in their text. It implies that learning grammatical cohesion is important in learning English, especially for the students while teaching and learning process. It has function to improve the students mastery in writing English by understanding the cohesive devices. Then, it motivates the students to write a better text in the future.",PRODI_S1_PENDIDIKAN_BAHASA_INGGRISFAKULTAS_KEGURUAN_DAN_ILMU_PENDIDIKAN
12952,SKRIPSI A CONTENT ANALYSIS OF GENDER REPRESENTATION IN AN ENGLISH TEXTBOOK FOR THE TENTH GRADE STUDENTS PUBLISHED BY KEMENDIKBUDRISTEK,NURUL DWI ASTARI,Tidak Tersedia Deskripsi,PRODI_S1_PENDIDIKAN_BAHASA_INGGRISFAKULTAS_KEGURUAN_DAN_ILMU_PENDIDIKAN
12953,SKRIPSI ANALISIS QUANTITY TAKE-OFF TERHADAP AS-BUILD DRAWING PADA PROYEK PEMBANGUNAN GEDUNG KULIAH FISIPOL KAMPUS SIDOTOPO UNIVERSITAS TIDAR,AFRIZZAL RISNA NUGRAHA,"ABSTRAK Penggunaan software secara optimal menjadi salah satu usaha nyata untuk membantu suatu perencanaan konstruksi. Penggunaan BIM di Indonesia masih belum dimanfaatkan secara maksimal. Objek penelitian ini yaitu proyek Pembangunan Gedung Kuliah Fisipol Kampus Sidotopo Universitas Tidar khususnya pada lingkup pekerjaan struktur. Software BIM yang digunakan adalah Autodesk Revit untuk memodelkan Detailed Engineering Design proyek. Hasil output dari Autodesk Revit berupa rekapitulasi volume pekerjaan dibandingkan dengan perhitungan manual. Hasil output Autodesk Revit digunakan untuk menghitung Rencana Anggaran Biaya dibandingkan dengan perhitungan manual. Hasil menunjukkan rata-rata persentase selisih pada pekerjaan beton yaitu sebesar 2% dan pada pekerjaan pembesian yaitu sebesar 6%. Hasil perbandingan Rencana Anggaran Biaya dengan metode BIM dan metode manual pada pekerjaan struktur sebesar 2%. Selisih perbedaan terjadi karena adanya perbedaan pemodelan 2D pada metode manual dan 3D pada metode BIM seperti pada pemodelan lewatan dan tulangan bawah balok konsol. Kata Kunci: Analisis Quantity Take-Off, As-Build Drawing, Building Information Modeling, Autodesk Revit",PRODI_S1_TEKNIK_SIPILFAKULTAS_FT
12954,SKRIPSI IMPLEMENTASI PARTICLE SWARM OPTIMIZATION PADA PERANCANGAN MPPT BERBASIS BUCK-BOOST CONVERTER,JAMALUDIN ARIF ROHMAN,"INTISARI Indonesia merupakan negara yang memiliki potensi energi surya yang tinggi dan sangat merata oleh karena itu penggunaan pembangkit listrik energi surya diharapkan dapat membantu ketersediaan energi listrik didaerah yang masih sulit terjangkau sistem distribusi dan transmisi. Namun dalam pembangkitan energi listrik yang dihasilkan modul PV sangat bergantung pada irradiance dan temperature di sekitar PV. Untuk meningkatkan efisiensi pada proses pembangkitan pada modul PV diperlukan sebuah maximum power point tracking (MPPT). MPPT merupakan sebuah perangkat yang digunakan untuk mendapatkan nilai daya maksimum yang dihasilkan dari kombinasi nilai arus dan tegangan yang optimal didalam kurva karakteristik I-V pada panel surya. MPPT tersusun atas DC-DC converter dan algoritma. Pada penelitian yang dilakukan menggunakan ZETA converter yang merupakan salah satu topologi dari buck-boost converter pada DC-DC converter dan menggunakan algoritma particle swarm optimization. Dari hasil penelitian yang dilakukan, penggunaan topologi ZETA converter dan algoritma particle swarm optimization pada sistem MPPT menghasilkan step response critically damped response pada saat nilai irradiance bernilai 100 W/m2 dan 200 W/m2, overdamped response pada saat nilai irradiance bernilai 300 W/m2 sampai 1000 W/m2. Kata kunci: renewable energi, energi surya, maximum power point tracking, ZETA converter, particle swarm optimization.",PRODI_S1_TEKNIK_ELEKTROFAKULTAS_FT
12955,SKRIPSI SISTEM PREDIKSI PREVENTIVE MAINTENANCE PADA MESIN STAMPING,ANISA PUJI HANDAYANI,"ABSTRAK Kelancaran proses produksi merupakan sebuah tuntutan yang harus dipenuhi oleh setiap perusahaan untuk menjaga kestabilan produksi dari produknya. Salah satu faktor yang mempengaruhi keberlangsungan proses produksi yaitu kinerja dari mesinnya. Penelitian ini bertujuan untuk mengembangkan sistem prediksi preventive maintenance pada mesin stamping di industri. Sistem ini dirancang untuk memberikan informasi prediksi preventive maintenance yang dapat memudahan pihak industri serta menekan biaya pengeluaran akibat kerusakan tidak terduga. Model machine learning yang digunakan yaitu Support Vector Regression (SVR) dengan menggunakan total 215 data running hours dan checksheet maintenance selama kurun waktu dua bulan. Atribut yang digunakan meliputi total waktu kerusakan, total waktu dioperasikan, serta tanggal. Hasil matriks evaluasi metode r2 score dari model predict diperoleh sebesar -1.9711395448410585 ~ -1.971 dan visualisasi antara data aktual dengan data hasil predik dalam bentuk graphic dan scatter. Terdapat beberapa kondisi dimana hasil predik sesuai serta tidak sesuai yang dipengaruhi oleh faktor lain mengingat dari ketersediaan data yang digunakan tidak cukup luas sehingga tidak mencakup semua kemungkinan yang terjadi pada data aktual. Secara keseluruhan sistem ini dapat memberikan informasi yang cukup baik kepada user tentang kemungkinan terjadinya kerusakan mesin dan perencanaan jadwal pencegahan pemeliharaan. Kata kunci : Sistem Prediksi, Preventive Maintenance, Machine Learning, Support Vector Machine, Regresi",PRODI_S1_TEKNIK_ELEKTROFAKULTAS_FT
12956,SKRIPSI RANCANG BANGUN MPPT SOLAR CHARGE CONTROLLER MENGGUNAKAN BUCK CONVERTER PADA PHOTOVOLTAIC BERBASIS MIKROKONTROLER PIC,TEGUH RAHAYU WIDODO,"ABSTRAK Photovoltaic (PV) merupakan alat yang digunakan untuk mengkonversi energi surya menjadi listrik dan dalam proses kerja PV diperlukan sistem solar charge controller untuk memaksimalkan kinerja pada PV. Penelitian ini membahas tentang sebuah sistem solar charge controller menggunakan maximum power point tracker dengan algoritmaperturb and observe (P&O) dan menggunakan buck converter yang dikontrol sinyal pulse width modulation (PWM). Pengujian sistem ini diawali dengan pengujian pada program PIC 18F4550 yaitu program PWM dengan frekuensi 8KHz, ADC dan program LCD 16x2. Kemudian sistem diuji dengan menggunakan sekala tegangan 15 V, 16V, 17 V, 18.1 V, 19 V, 20 V, 21 V, 22 V, 23.1 V, 24.1 V, dan 25 V dengan hasil ratarata nilai error terendahyang dibaca ADC dari mikrokontroler yaitu 3.01447379% dan rata-rata nilai error tertinggi yaitu 4.312288%. Pengujian karateristik kerja panel surya 120WP menunjukan panel surya akan bekerja maksimal ketika kondisi cerah dan pada keadaan suhu yang tidak tinggi. Hasil pengujian panel surya dengan rata-rata tegangan output tertinggi 22.1 V. Dari pengujian sistem langsung pada panel surya menunjukan nilai tegangan output melalui ADC dengan rata-rata 12.603V pada kondisi cerah, 12.372V pada kondisi cerah berawan,12.23V pada kondisi mendung, 12.5 V pada kondisi terhalang benda. Efisiensi sistem menggunakan algoritma P&O pada pengujian memiliki rata-rata sebesar 80.4818 %. Dilihat dari data tersebut menggunakan sistem algoritma perturb and observe dapat dikatakan masih signifikan dalam proses kinerjanya. Kata Kunci :buck converter, perturb and observe (P&O), PWM, photovoltaic.",PRODI_S1_TEKNIK_ELEKTROFAKULTAS_FT
